airbnb_id,city,name,latitude,longitude,price,rating_overall,reviews_count,rating_stars,rating_accuracy,rating_communication,rating_cleanliness,rating_location,rating_checkin,rating_value,response_rate,response_time,acceptance_rate,room_type,bedrooms,beds,bathrooms,person_capacity,host_name,host_since,is_superhost,host_verified,url,data_source,last_review_date,availability_30,availability_60,availability_90,minimum_nights,maximum_nights
reims_000001,Reims,Chambre confortable proche quartier historique Reims,49.250107,4.090816,40,4.63,140,4.6,4.72,4.75,4.49,4.84,4.87,4.55,88,quelques heures,89,Chambre privée,5,1,1.8,9,Host_31156,2015,False,False,https://www.airbnb.fr/rooms/reims_000001,detailed_ratings,2023-05-25,19,60,4,6,225
reims_000002,Reims,Chambre confortable proche proche monuments Reims,49.328917,3.933136,38,4.45,2,4.5,4.54,4.56,4.36,4.56,4.55,4.36,97,moins de 12 heures,88,Chambre privée,1,6,2.5,6,Host_26690,2018,False,True,https://www.airbnb.fr/rooms/reims_000002,detailed_ratings,2023-09-28,9,25,59,7,76
reims_000003,Reims,Maison entier au cœur de Reims,49.242748,4.040979,120,4.39,83,4.4,4.38,4.29,4.44,4.61,4.5,4.14,98,moins de 12 heures,83,Logement entier,2,1,2.7,7,Host_56454,2012,False,True,https://www.airbnb.fr/rooms/reims_000003,detailed_ratings,2024-04-09,3,1,74,4,354
reims_000004,Reims,Hébergement entier - Reims proche commerces,49.355249,4.069279,28,4.38,171,4.4,4.46,4.66,4.22,4.62,4.5,4.38,93,moins d une heure,85,Logement entier,5,4,2.8,9,Host_64750,2012,False,True,https://www.airbnb.fr/rooms/reims_000004,detailed_ratings,2022-06-06,28,16,30,4,241
reims_000005,Reims,Magnifique appartement zone calme,49.230717,4.076755,80,4.62,299,4.6,4.72,4.9,4.55,4.72,4.65,4.62,100,moins d une heure,94,Logement entier,5,6,1.7,8,Host_22264,2012,False,True,https://www.airbnb.fr/rooms/reims_000005,detailed_ratings,2022-01-06,8,21,68,2,327
reims_000006,Reims,Loft entier au cœur de Reims,49.257857,4.055858,80,4.68,254,4.7,4.87,4.81,4.47,4.84,4.87,4.68,96,moins de 12 heures,88,Logement entier,2,6,1.4,5,Host_40291,2013,False,True,https://www.airbnb.fr/rooms/reims_000006,detailed_ratings,2022-12-19,29,12,51,3,272
reims_000007,Reims,Hébergement chez l'habitant - Reims quartier animé,49.340564,4.100394,74,4.6,249,4.6,4.56,4.76,4.71,4.79,4.79,4.22,92,moins de 12 heures,93,Chambre partagée,4,6,1.6,8,Host_72871,2012,False,True,https://www.airbnb.fr/rooms/reims_000007,detailed_ratings,2024-12-06,24,55,90,7,104
reims_000008,Reims,Moderne duplex à Reims,49.310017,3.935934,67,4.36,288,4.4,4.27,4.62,4.43,4.39,4.61,4.44,95,quelques heures,91,Logement entier,3,5,2.2,9,Host_54289,2022,True,False,https://www.airbnb.fr/rooms/reims_000008,detailed_ratings,2022-05-27,16,52,35,3,321
reims_000009,Reims,Hébergement chez l'habitant - Reims proche monuments,49.294419,4.003512,122,4.49,2,4.5,4.58,4.43,4.54,4.74,4.68,4.49,88,moins d une heure,99,Chambre privée,2,3,1.3,10,Host_48015,2014,False,True,https://www.airbnb.fr/rooms/reims_000009,detailed_ratings,2023-12-09,4,29,21,1,186
reims_000010,Reims,Moderne loft à Reims,49.239896,4.025079,108,4.71,154,4.7,4.63,4.77,4.42,4.93,4.75,4.74,85,moins d une heure,98,Logement entier,2,2,1.0,5,Host_32259,2019,True,True,https://www.airbnb.fr/rooms/reims_000010,detailed_ratings,2024-05-12,19,48,7,6,70
